application_key,facility,outfall,parameter,monitoring_period,reported_value,numeric_limit,applicable_requirement,comparison_status,monitoring_status,unresolved_reason,evidence_status,nodi_code,has_reported_value,is_numeric_comparison_candidate,monitoring_condition,pass_fail_reported
measurement:dmr_form_value_id=3920642856,NM0020583,001,00310,2025-05-31,5,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673281,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642857,NM0020583,001,00310,2025-05-31,206,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673284,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642858,NM0020583,001,00310,2025-05-31,222,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673283,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642887,NM0020583,001,00310,2025-06-30,7,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673282,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642888,NM0020583,001,00310,2025-06-30,8,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673281,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642889,NM0020583,001,00310,2025-06-30,307,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673284,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642890,NM0020583,001,00310,2025-06-30,380,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673283,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642919,NM0020583,001,00310,2025-07-31,7,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673282,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642920,NM0020583,001,00310,2025-07-31,9,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673281,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642921,NM0020583,001,00310,2025-07-31,366,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673284,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642922,NM0020583,001,00310,2025-07-31,470,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673283,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642951,NM0020583,001,00310,2025-08-31,6,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673282,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642952,NM0020583,001,00310,2025-08-31,8,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673281,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642953,NM0020583,001,00310,2025-08-31,299,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673284,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642954,NM0020583,001,00310,2025-08-31,354,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673283,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642983,NM0020583,001,00310,2025-09-30,5,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673282,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642984,NM0020583,001,00310,2025-09-30,6,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673281,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642985,NM0020583,001,00310,2025-09-30,223,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673284,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642986,NM0020583,001,00310,2025-09-30,287,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673283,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642635,NM0020583,001,00400,2024-10-31,7,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642636,NM0020583,001,00400,2024-10-31,7.3,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642667,NM0020583,001,00400,2024-11-30,6.8,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642668,NM0020583,001,00400,2024-11-30,8.5,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642699,NM0020583,001,00400,2024-12-31,6.8,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642700,NM0020583,001,00400,2024-12-31,7.2,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642731,NM0020583,001,00400,2025-01-31,6.8,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642732,NM0020583,001,00400,2025-01-31,7,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642763,NM0020583,001,00400,2025-02-28,6.9,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642764,NM0020583,001,00400,2025-02-28,7.1,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642795,NM0020583,001,00400,2025-03-31,6.9,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642796,NM0020583,001,00400,2025-03-31,7.1,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642827,NM0020583,001,00400,2025-04-30,6.8,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642828,NM0020583,001,00400,2025-04-30,7.1,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642859,NM0020583,001,00400,2025-05-31,7.2,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642860,NM0020583,001,00400,2025-05-31,7.4,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642891,NM0020583,001,00400,2025-06-30,7.1,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642892,NM0020583,001,00400,2025-06-30,7.3,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642923,NM0020583,001,00400,2025-07-31,7,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642924,NM0020583,001,00400,2025-07-31,7.3,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642955,NM0020583,001,00400,2025-08-31,7,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642956,NM0020583,001,00400,2025-08-31,7.2,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642987,NM0020583,001,00400,2025-09-30,7.1,6.6,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673290,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642988,NM0020583,001,00400,2025-09-30,7.2,9,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673289,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642637,NM0020583,001,00530,2024-10-31,4,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642638,NM0020583,001,00530,2024-10-31,6,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642639,NM0020583,001,00530,2024-10-31,160,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642640,NM0020583,001,00530,2024-10-31,218,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642669,NM0020583,001,00530,2024-11-30,12,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642670,NM0020583,001,00530,2024-11-30,19,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642671,NM0020583,001,00530,2024-11-30,376,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642672,NM0020583,001,00530,2024-11-30,607,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642701,NM0020583,001,00530,2024-12-31,12,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642702,NM0020583,001,00530,2024-12-31,18,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642703,NM0020583,001,00530,2024-12-31,377,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642704,NM0020583,001,00530,2024-12-31,567,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642733,NM0020583,001,00530,2025-01-31,7,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642734,NM0020583,001,00530,2025-01-31,8,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642735,NM0020583,001,00530,2025-01-31,218,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642736,NM0020583,001,00530,2025-01-31,240,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642765,NM0020583,001,00530,2025-02-28,7,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642766,NM0020583,001,00530,2025-02-28,8,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642767,NM0020583,001,00530,2025-02-28,234,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642768,NM0020583,001,00530,2025-02-28,286,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642797,NM0020583,001,00530,2025-03-31,5,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642798,NM0020583,001,00530,2025-03-31,6,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642799,NM0020583,001,00530,2025-03-31,192,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642800,NM0020583,001,00530,2025-03-31,230,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642829,NM0020583,001,00530,2025-04-30,6,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642830,NM0020583,001,00530,2025-04-30,8,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642831,NM0020583,001,00530,2025-04-30,235,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642832,NM0020583,001,00530,2025-04-30,359,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642861,NM0020583,001,00530,2025-05-31,5,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642862,NM0020583,001,00530,2025-05-31,8,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642863,NM0020583,001,00530,2025-05-31,223,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642864,NM0020583,001,00530,2025-05-31,344,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642893,NM0020583,001,00530,2025-06-30,7,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642894,NM0020583,001,00530,2025-06-30,10,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642895,NM0020583,001,00530,2025-06-30,314,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642896,NM0020583,001,00530,2025-06-30,361,2504,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673279,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642925,NM0020583,001,00530,2025-07-31,5,30,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673278,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642926,NM0020583,001,00530,2025-07-31,9,45,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673277,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3920642927,NM0020583,001,00530,2025-07-31,239,1669,permit_limit_row:limit_set_schedule_id=3600891019|limit_value_id=3610673280,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,aggregated_reporting_requirement;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,DETERMINATE,,1,1,,
