arm,case,compact_selected,describe_calls,ephemeral_calls,ephemeral_programs,exact_correct,expand_calls,graph_audit_reference,graph_operation_failures,intermediate_variable_reuse,internal_deterministic_operations,lookup_calls,model_environment_round_trips,model_input_tokens,model_output_tokens,model_visible_canonical_entity_records,model_visible_canonical_relation_records,model_visible_entity_records,model_visible_path_records,model_visible_relation_records,model_visible_tool_result_bytes,named_answer_set_size,path_calls,path_sequence_operations,platform,predicates_used,raw_receipt,retained_audit_edges,retained_audit_nodes,retained_audit_paths,retries_errors,rows_returned_by_query,schema_inspection_calls,set_algebra_operations,sql_aggregate_grouping,sql_audit_reference,sql_join_count,sql_recursive_cte_count,sql_select_count,sql_set_operation_count,sql_statement_count,task_family,temporary_host_language_programs,total_rows_returned,total_tool_calls,uses_disallowed_search_inside_ephemeral,valid_execution,wall_seconds
T_GRAPH,identity-platform-verification-control,True,1,18,"[{""collect"": ""$services"", ""steps"": [{""assign"": ""services"", ""op"": ""search"", ""params"": {""kinds"": [""service""], ""query"": ""Identity""}}]}, {""collect"": ""$hits"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""Identity""}]}, {""answers"": {""hits"": ""$hits""}, ""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""Identity""}]}, {""answers"": {""hits"": ""$hits""}, ""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""production API""}]}, {""answers"": {""services"": ""$services""}, ""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""API""}, {""assign"": ""services"", ""from"": ""$hits"", ""kind"": ""service"", ""op"": ""filter""}]}, {""answers"": {""hits"": ""$hits""}, ""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""production""}]}, {""answers"": {""hits"": ""$hits""}, ""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""deployment""}]}, {""answers"": {""services"": ""$services""}, ""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""service""}, {""assign"": ""services"", ""from"": ""$hits"", ""kinds"": [""service""], ""op"": ""filter""}]}, {""answers"": {""verified"": ""$verified""}, ""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""suite"", ""op"": ""lookup"", ""references"": [""test:identity-platform-api-contract""]}, {""assign"": ""verified"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$suite"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""deployments"": ""$deployments""}, ""collect"": ""$deployments"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:identity-api""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""neighbors"": ""$neighbors""}, ""collect"": ""$neighbors"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:identity-api""]}, {""assign"": ""neighbors"", ""depth"": 1, ""direction"": ""both"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""deployed_to"", ""implements"", ""uses"", ""crosses"", ""owned_by""]}]}, {""answers"": {""suites"": ""$suites""}, ""collect"": ""$suites"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:identity-api""]}, {""assign"": ""suites"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""verified"": ""$verified""}, ""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""suite"", ""op"": ""lookup"", ""references"": [""test:identity-platform-worker-integration""]}, {""assign"": ""verified"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$suite"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""tests"": ""$tests""}, ""collect"": ""$tests"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""suite""}, {""assign"": ""tests"", ""from"": ""$hits"", ""kinds"": [""test""], ""op"": ""filter""}]}, {""answers"": {""api"": ""$api""}, ""collect"": ""$api"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""api"", ""from"": ""$services"", ""op"": ""filter"", ""properties"": {""label"": ""identity-api""}}]}, {""answers"": {""services"": ""$services""}, ""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""tests"": ""$tests""}, ""collect"": ""$tests"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 50, ""op"": ""search"", ""query"": ""test""}, {""assign"": ""tests"", ""from"": ""$hits"", ""kinds"": [""test""], ""op"": ""filter""}]}, {""answers"": {""props"": ""$props""}, ""collect"": ""$props"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""all_suites"", ""op"": ""lookup"", ""references"": [""test:identity-platform-api-contract"", ""test:identity-platform-worker-integration""]}, {""assign"": ""props"", ""from"": ""$all_suites"", ""op"": ""project""}]}]",True,0,executions/identity-platform-verification-control/T_GRAPH/record.json,7,False,31,3,19,NA,NA,32,10,,0,,28228,0,0,0,identity-platform,"[""crosses"", ""deployed_to"", ""implements"", ""owned_by"", ""uses"", ""verifies""]",executions/identity-platform-verification-control/T_GRAPH/record.json,10,42,0,7,,,0,,,,,,,,verification control,,,19,True,True,88.11667808698257
T_SQL,identity-platform-verification-control,,,,,True,,,,,,,17,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),28241,,,,identity-platform,,executions/identity-platform-verification-control/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 1]",17,,16,executions/identity-platform-verification-control/T_SQL/record.json,4,0,34,0,50,verification control,"NA (receipt retains calls, not a reliable program-file taxonomy)",89,17,,True,22.229551989003085
U_GRAPH,identity-platform-verification-control,True,1,10,"[{""collect"": ""$hits"", ""result_mode"": ""compact"", ""steps"": [{""assign_to"": ""hits"", ""op"": ""search"", ""params"": {""limit"": 25, ""query"": ""Identity production API""}}]}, {""collect"": ""$hits"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""limit"": 25, ""query"": ""Identity production API""}}]}, {""collect"": ""$hits"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""Identity production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""Identity production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""Identity API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""production""}]}, {""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""service""}, {""assign"": ""services"", ""from"": ""$hits"", ""kind"": ""service"", ""op"": ""filter""}]}, {""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 50, ""op"": ""search"", ""query"": ""Identity""}, {""assign"": ""services"", ""from"": ""$hits"", ""kinds"": [""service""], ""op"": ""filter""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""release""}]}]",True,7,executions/identity-platform-verification-control/U_GRAPH/record.json,6,False,12,11,16,NA,NA,68,16,,0,,34247,0,0,0,identity-platform,[],executions/identity-platform-verification-control/U_GRAPH/record.json,16,82,0,6,,,0,,,,,,,,verification control,,,16,True,True,80.10991400002968
T_GRAPH,order-platform-cutover-boundary-control,False,0,0,[],True,0,executions/order-platform-cutover-boundary-control/T_GRAPH/record.json,0,False,0,0,19,NA,NA,0,0,,0,,32599,0,0,0,order-platform,[],executions/order-platform-cutover-boundary-control/T_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,cutover boundary control,,,19,False,True,67.08111579000251
T_SQL,order-platform-cutover-boundary-control,,,,,True,,,,,,,15,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),29422,,,,order-platform,,executions/order-platform-cutover-boundary-control/T_SQL/record.json,,,,0,"[19, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",20,,19,executions/order-platform-cutover-boundary-control/T_SQL/record.json,7,0,40,0,59,cutover boundary control,"NA (receipt retains calls, not a reliable program-file taxonomy)",105,15,,True,26.434750751999673
U_GRAPH,order-platform-cutover-boundary-control,True,1,21,"[{""author"": ""direct"", ""collect"": ""$hits"", ""steps"": [{""assign_to"": ""hits"", ""params"": {""kinds"": [""service"", ""capability"", ""deployment"", ""boundary"", ""module""], ""query"": ""Orders legacy-retirement cutover""}, ""tool"": ""search""}]}, {""answers"": {""boundary"": ""$hits""}, ""collect"": ""$hits"", ""name"": ""find_boundaries"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""kinds"": [""service"", ""capability"", ""boundary""], ""op"": ""search"", ""query"": ""cutover""}]}, {""collect"": ""$hits"", ""name"": ""search_orders"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""Orders""}]}, {""collect"": ""$hits"", ""name"": ""search_cutover"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""legacy-retirement cutover""}]}, {""collect"": ""$hits"", ""name"": ""search_api"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""production API""}]}, {""collect"": ""$hits"", ""name"": ""search_boundary"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""boundary""}]}, {""collect"": ""$hits"", ""name"": ""search_services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""service""}]}, {""answers"": {""boundary"": ""$services""}, ""collect"": ""$services"", ""name"": ""services_crossing_public"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""boundary"", ""op"": ""lookup"", ""references"": [""boundary:order-platform-public""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$boundary"", ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""answers"": {""boundary"": ""$services""}, ""collect"": ""$services"", ""name"": ""services_crossing_restricted"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""boundary"", ""op"": ""lookup"", ""references"": [""boundary:order-platform-restricted""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$boundary"", ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""collect"": ""$nbrs"", ""name"": ""order_api_neighborhood"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""nbrs"", ""depth"": 2, ""direction"": ""outgoing"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""crosses"", ""deployed_to"", ""serves"", ""implements"", ""owned_by"", ""uses""]}]}, {""collect"": ""$hits"", ""name"": ""search_legacy"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""legacy""}]}, {""collect"": ""$hits"", ""name"": ""search_retirement"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""retirement""}]}, {""collect"": ""$hits"", ""name"": ""search_cutover2"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""cutover""}]}, {""collect"": ""$hits"", ""name"": ""search_scope"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""scope""}]}, {""collect"": ""$services"", ""name"": ""production_services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$nbrs"", ""name"": ""legacy_neighborhood"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""legacy"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""nbrs"", ""depth"": 3, ""direction"": ""both"", ""from"": ""$legacy"", ""op"": ""expand"", ""predicates"": [""depends_on""]}]}, {""collect"": ""$hits"", ""name"": ""search_capabilities"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""capability""}]}, {""answers"": {""boundary"": ""$boundaries""}, ""collect"": ""$boundaries"", ""name"": ""cutover_boundary_answer"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_api"", ""of"": ""$api"", ""op"": ""intersection"", ""with"": ""$prod""}, {""assign"": ""boundaries"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$prod_api"", ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""answers"": {""boundary"": ""$boundaries""}, ""collect"": ""$boundaries"", ""name"": ""prod_api_boundary"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""prod_api"", ""of"": ""$prod_services"", ""op"": ""intersection"", ""with"": ""$api""}, {""assign"": ""boundaries"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$prod_api"", ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""collect"": ""$hits"", ""name"": ""search_api_nodes"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""api""}]}, {""collect"": ""$legacy_to_gateway + $gateway_to_api"", ""name"": ""cutover_scope_path"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""legacy"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""gateway"", ""op"": ""lookup"", ""references"": [""module:payment-gateway""]}, {""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""legacy_to_gateway"", ""direction"": ""both"", ""from"": ""$legacy"", ""max_hops"": 4, ""op"": ""find_paths"", ""predicates"": [""depends_on""], ""to"": ""$gateway""}, {""assign"": ""gateway_to_api"", ""direction"": ""incoming"", ""from"": ""$gateway"", ""max_hops"": 2, ""op"": ""find_paths"", ""predicates"": [""implements""], ""to"": ""$api""}]}]",True,0,executions/order-platform-cutover-boundary-control/U_GRAPH/record.json,9,True,37,2,18,NA,NA,30,10,,0,,32718,3,0,2,order-platform,"[""crosses"", ""depends_on"", ""deployed_to"", ""implements"", ""owned_by"", ""serves"", ""uses""]",executions/order-platform-cutover-boundary-control/U_GRAPH/record.json,17,41,1,9,,,2,,,,,,,,cutover boundary control,,,18,True,True,65.07815838599345
T_GRAPH,order-platform-cutover-readiness,False,1,9,"[{""steps"": [{""limit"": 20, ""op"": ""search"", ""query"": ""retiring package""}]}, {""collect"": ""$results"", ""steps"": [{""assign_to"": ""results"", ""limit"": 25, ""op"": ""search"", ""query"": ""Orders legacy retirement cutover""}]}, {""collect"": ""$results"", ""steps"": [{""assign_to"": ""results"", ""limit"": 25, ""op"": ""search"", ""query"": ""retires package""}]}, {""collect"": ""$results"", ""steps"": [{""assign_to"": ""results"", ""kind"": ""task"", ""op"": ""filter""}]}, {""collect"": ""$results"", ""steps"": [{""assign"": ""results"", ""limit"": 25, ""op"": ""search"", ""query"": ""Orders legacy retirement""}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""pkg"", ""ids"": [""package:legacy-money""], ""op"": ""lookup""}, {""assign"": ""modules"", ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""deps"", ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""depends_on"", ""implements""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""$deps"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""services"", ""from"": ""$services"", ""kind"": ""service"", ""op"": ""filter""}, {""assign"": ""deployed"", ""direction"": ""outgoing"", ""from"": ""$services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""deployments"", ""from"": ""$deployed"", ""kind"": ""deployment"", ""op"": ""filter""}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""services"", ""kind"": ""service"", ""op"": ""filter""}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""services"", ""kinds"": [""service""], ""op"": ""filter""}]}, {""collect"": ""$tests"", ""steps"": [{""assign"": ""tests"", ""kinds"": [""test""], ""of"": ""graph"", ""op"": ""filter""}]}]",True,5,executions/order-platform-cutover-readiness/T_GRAPH/record.json,4,True,15,2,18,NA,NA,49,27,,2,,27694,0,2,0,order-platform,"[""depends_on"", ""deployed_to"", ""implements""]",executions/order-platform-cutover-readiness/T_GRAPH/record.json,27,49,2,4,,,0,,,,,,,,cutover readiness,,,18,True,True,54.459277860994916
T_SQL,order-platform-cutover-readiness,,,,,True,,,,,,,12,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),32435,,,,order-platform,,executions/order-platform-cutover-readiness/T_SQL/record.json,,,,0,"[19, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2]",20,,19,executions/order-platform-cutover-readiness/T_SQL/record.json,7,0,41,3,60,cutover readiness,"NA (receipt retains calls, not a reliable program-file taxonomy)",138,12,,True,28.83332654100377
U_GRAPH,order-platform-cutover-readiness,False,0,0,[],True,0,executions/order-platform-cutover-readiness/U_GRAPH/record.json,0,False,0,0,17,NA,NA,0,0,,0,,29716,0,0,0,order-platform,[],executions/order-platform-cutover-readiness/U_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,cutover readiness,,,17,False,True,64.07289468398085
T_GRAPH,order-platform-production-impact,True,1,15,"[{""steps"": [{""assign_to"": ""hits"", ""op"": ""search"", ""params"": {""limit"": 25, ""query"": ""legacy-money""}}]}, {""collect"": ""$hits"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""legacy-money""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""money""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""legacy""}]}, {""answers"": {""affected"": ""$services""}, ""collect"": ""$services"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""deps"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$deps"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""collect"": ""$deployments"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""candidates"", ""op"": ""lookup"", ""references"": [""service:fulfilment-worker"", ""service:order-api""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$candidates"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""production""}]}, {""answers"": {""affected"": ""$affected""}, ""collect"": ""$affected"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""deps"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$deps"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""left"": ""$services"", ""op"": ""intersection"", ""right"": ""$prod_services""}]}, {""collect"": ""$deps"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""deps"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""service""}]}, {""collect"": ""$mods"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""svcs"", ""op"": ""lookup"", ""references"": [""service:fulfilment-worker"", ""service:order-api""]}, {""assign"": ""mods"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$svcs"", ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""collect"": ""$prod_svcs"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_svcs"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$all_affected"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""deps"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""all_affected"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$deps"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""deployment""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""staging""}]}]",True,0,executions/order-platform-production-impact/T_GRAPH/record.json,6,True,28,8,19,NA,NA,21,8,,0,,30618,4,0,0,order-platform,"[""depends_on"", ""deployed_to"", ""implements""]",executions/order-platform-production-impact/T_GRAPH/record.json,22,33,0,6,,,1,,,,,,,,production impact,,,19,True,True,77.84760861797258
T_SQL,order-platform-production-impact,,,,,True,,,,,,,14,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),28965,,,,order-platform,,executions/order-platform-production-impact/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2]",17,,16,executions/order-platform-production-impact/T_SQL/record.json,4,1,34,1,50,production impact,"NA (receipt retains calls, not a reliable program-file taxonomy)",116,14,,True,26.418787080037873
